resp_id,submitted_date,question_no,question_type,question,answer,answer_duration_sec
R07,2026-07-22,15,객관식,GLOU에서 지역 앰배서더 또는 리뷰어로 활동하며 현지 정보를 공유할 의향이 있으신가요?,잘 모르겠다,21
R07,2026-07-22,16,객관식,앰배서더·리뷰어 활동 시 어떤 인센티브를 가장 선호하시나요?,포인트 적립 (앱 내 사용),26
R07,2026-07-22,17,객관식,당신은 현재 한국에 얼마나 오래 체류하고 계신가요?,1년 이상,8
R07,2026-07-22,18,객관식,한국에 체류하는 주된 목적은 무엇인가요?,유학,9
R07,2026-07-22,19,객관식,한국어 수준은 어느 정도 되시나요?,"기초 수준 (간단한 인사, 숫자 등)",8
R07,2026-07-22,20,객관식,GLOU 베타 서비스에 참여하실 의향이 있으신가요?,잘 모르겠다,12
R07,2026-07-22,21,주관식,"한국 생활 중 가장 어려웠던 점이나 필요했던 정보가 무엇인가요? 언제, 어떤 상황에서 겪었는지 구체적인 경험을 이야기해 주시고, 그때 어떻게 해결했는지도 함께 말씀해 주세요.",Food  ingredients and clothes size and findings job,18
R07,2026-07-22,22,주관식,GLOU에서 개선되었으면 하는 기능이나 콘텐츠가 있다면 자유롭게 제안해 주세요. 왜 그 기능이 필요하다고 느꼈는지 본인의 경험과 함께 말씀해 주세요.,"Many people need a good system like GLOU, but they should know and have information about it in their language",82
R07,2026-07-22,23,주관식,"베타 서비스 안내를 받고 싶다면 인스타그램 계정 또는 이메일을 남겨주세요. (선택사항이며, 베타 서비스 안내 목적으로만 사용됩니다.)",[이메일-마스킹],112
R07,2026-07-22,24,주관식,귀하의 국적은 어디인가요?,Iran,7
R07,2026-07-22,25,주관식,기타 하고 싶은 말씀이 있으시면 작성해주세요.,I need many information when I came to Korea but most of them was in Korean. However today we have many applications that help but it needs person become familiar with them before or in first step he arrives in Korea,12
R08,2026-07-22,1,객관식,귀하의 국적은 어디인가요?,그 외 국가,2
R08,2026-07-22,2,객관식,귀하의 성별은 무엇인가요?,여성,5
R08,2026-07-22,3,객관식,귀하의 연령대는 어떻게 되시나요?,20대,2
R08,2026-07-22,4,객관식,"한국 블로그나 유튜브에서 식당, 카페, 뷰티 제품 정보를 찾을 때, 해당 리뷰나 추천이 얼마나 신뢰할 수 있다고 생각하시나요?",매우 신뢰한다,2
R08,2026-07-22,5,객관식,한국 블로그나 유튜브의 콘텐츠 중에서 광고인지 솔직한 리뷰인지 구분하기가 얼마나 어렵나요?,어느 정도 구분된다,3
R08,2026-07-22,6,객관식,다음 중 한국 생활 중 이용하려다 어려움을 겪은 앱·서비스는 무엇인가요? (해당하는 것 모두 선택),"배달앱 (배민, 쿠팡이츠 등)",3
R08,2026-07-22,6,객관식,다음 중 한국 생활 중 이용하려다 어려움을 겪은 앱·서비스는 무엇인가요? (해당하는 것 모두 선택),"은행앱 (계좌 개설, 송금 등)",0
R08,2026-07-22,7,객관식,생활앱 이용 시 가장 큰 장벽은 무엇이었나요?,여러 장벽이 복합적으로 작용했다,9
R08,2026-07-22,8,객관식,자신과 같은 국가 출신 사람들이 남긴 리뷰와 추천이 있다면 도움이 될 것 같으신가요?,보통이다,4
R08,2026-07-22,9,객관식,"K-뷰티 제품을 선택할 때, 당신의 피부타입(건성, 지성, 복합성 등)과 비슷한 외국인의 리뷰와 추천이 있다면 얼마나 유용할까요?",매우 유용할 것 같다,3
R08,2026-07-22,10,객관식,"한국의 K-BBQ, 카페, 쇼핑, 관광지 등을 추천받을 때, 외국인의 시각에서 작성한 리뷰나 추천을 원하시나요?",별로 원하지 않는다,1
R08,2026-07-22,11,객관식,다음 중 가장 추천 정보가 필요한 카테고리는 무엇인가요?,"카페 (커피숍, 디저트 카페)",1
R08,2026-07-22,12,객관식,GLOU의 다음 기능 중 가장 유용할 것 같은 기능은 무엇인가요? (1순위),"국적별 신뢰 리뷰 지도 (같은 나라 사람들의 리뷰로 맛집, 카페, 뷰티숍 찾기)",2
R08,2026-07-22,13,객관식,위 기능들 중 2번째로 유용할 것 같은 기능은 무엇인가요?,K-Beauty 피부타입 추천 (본인의 피부타입에 맞는 K-뷰티 제품 추천),1
R08,2026-07-22,14,객관식,"GLOU에서 개인화된 AI 추천, 광고 없는 서비스 등 프리미엄 기능을 이용한다면, 월 구독료로 얼마까지 지불할 의향이 있으신가요?","월 5,000원 - 10,000원",1
R08,2026-07-22,15,객관식,GLOU에서 지역 앰배서더 또는 리뷰어로 활동하며 현지 정보를 공유할 의향이 있으신가요?,어느 정도 참여할 의향이 있다,3
R08,2026-07-22,16,객관식,앰배서더·리뷰어 활동 시 어떤 인센티브를 가장 선호하시나요?,포인트 적립 (앱 내 사용),1
R08,2026-07-22,17,객관식,당신은 현재 한국에 얼마나 오래 체류하고 계신가요?,1개월 - 3개월,2
R08,2026-07-22,18,객관식,한국에 체류하는 주된 목적은 무엇인가요?,정착/이민,1
R08,2026-07-22,19,객관식,한국어 수준은 어느 정도 되시나요?,"기초 수준 (간단한 인사, 숫자 등)",4
R08,2026-07-22,20,객관식,GLOU 베타 서비스에 참여하실 의향이 있으신가요?,별로 참여하고 싶지 않다,1
R08,2026-07-22,21,주관식,"한국 생활 중 가장 어려웠던 점이나 필요했던 정보가 무엇인가요? 언제, 어떤 상황에서 겪었는지 구체적인 경험을 이야기해 주시고, 그때 어떻게 해결했는지도 함께 말씀해 주세요.",잘 모르겠다,12
R08,2026-07-22,22,주관식,GLOU에서 개선되었으면 하는 기능이나 콘텐츠가 있다면 자유롭게 제안해 주세요. 왜 그 기능이 필요하다고 느꼈는지 본인의 경험과 함께 말씀해 주세요.,없다,12
R08,2026-07-22,23,주관식,"베타 서비스 안내를 받고 싶다면 인스타그램 계정 또는 이메일을 남겨주세요. (선택사항이며, 베타 서비스 안내 목적으로만 사용됩니다.)",넚다,8
R08,2026-07-22,24,주관식,귀하의 국적은 어디인가요?,대한민국,4
R08,2026-07-22,25,주관식,기타 하고 싶은 말씀이 있으시면 작성해주세요.,없다,3
R09,2026-07-22,1,객관식,귀하의 국적은 어디인가요?,유럽,1
R09,2026-07-22,2,객관식,귀하의 성별은 무엇인가요?,남성,1
R09,2026-07-22,3,객관식,귀하의 연령대는 어떻게 되시나요?,20대,1
R09,2026-07-22,4,객관식,"한국 블로그나 유튜브에서 식당, 카페, 뷰티 제품 정보를 찾을 때, 해당 리뷰나 추천이 얼마나 신뢰할 수 있다고 생각하시나요?",어느 정도 신뢰한다,3
R09,2026-07-22,5,객관식,한국 블로그나 유튜브의 콘텐츠 중에서 광고인지 솔직한 리뷰인지 구분하기가 얼마나 어렵나요?,어느 정도 구분된다,3
R09,2026-07-22,6,객관식,다음 중 한국 생활 중 이용하려다 어려움을 겪은 앱·서비스는 무엇인가요? (해당하는 것 모두 선택),"은행앱 (계좌 개설, 송금 등)",3
R09,2026-07-22,6,객관식,다음 중 한국 생활 중 이용하려다 어려움을 겪은 앱·서비스는 무엇인가요? (해당하는 것 모두 선택),"쇼핑앱 (쿠팡, 네이버 쇼핑 등)",0
R09,2026-07-22,6,객관식,다음 중 한국 생활 중 이용하려다 어려움을 겪은 앱·서비스는 무엇인가요? (해당하는 것 모두 선택),"공공 서비스 앱 (행정, 세금 등)",0
R09,2026-07-22,7,객관식,생활앱 이용 시 가장 큰 장벽은 무엇이었나요?,여러 장벽이 복합적으로 작용했다,7
R09,2026-07-22,8,객관식,자신과 같은 국가 출신 사람들이 남긴 리뷰와 추천이 있다면 도움이 될 것 같으신가요?,어느 정도 도움이 될 것 같다,11
R09,2026-07-22,9,객관식,"K-뷰티 제품을 선택할 때, 당신의 피부타입(건성, 지성, 복합성 등)과 비슷한 외국인의 리뷰와 추천이 있다면 얼마나 유용할까요?",어느 정도 유용할 것 같다,3
R09,2026-07-22,10,객관식,"한국의 K-BBQ, 카페, 쇼핑, 관광지 등을 추천받을 때, 외국인의 시각에서 작성한 리뷰나 추천을 원하시나요?",어느 정도 원한다,2
R09,2026-07-22,11,객관식,다음 중 가장 추천 정보가 필요한 카테고리는 무엇인가요?,모두 동등하게 필요하다,3
R09,2026-07-22,12,객관식,GLOU의 다음 기능 중 가장 유용할 것 같은 기능은 무엇인가요? (1순위),K-Beauty 피부타입 추천 (본인의 피부타입에 맞는 K-뷰티 제품 추천),6
R09,2026-07-22,13,객관식,위 기능들 중 2번째로 유용할 것 같은 기능은 무엇인가요?,"국적별 신뢰 리뷰 지도 (같은 나라 사람들의 리뷰로 맛집, 카페, 뷰티숍 찾기)",6
R09,2026-07-22,14,객관식,"GLOU에서 개인화된 AI 추천, 광고 없는 서비스 등 프리미엄 기능을 이용한다면, 월 구독료로 얼마까지 지불할 의향이 있으신가요?","월 1,000원 - 3,000원",5
R09,2026-07-22,15,객관식,GLOU에서 지역 앰배서더 또는 리뷰어로 활동하며 현지 정보를 공유할 의향이 있으신가요?,잘 모르겠다,6
R09,2026-07-22,16,객관식,앰배서더·리뷰어 활동 시 어떤 인센티브를 가장 선호하시나요?,현금 보상,3
R09,2026-07-22,17,객관식,당신은 현재 한국에 얼마나 오래 체류하고 계신가요?,1년 이상,2
R09,2026-07-22,18,객관식,한국에 체류하는 주된 목적은 무엇인가요?,출장/일,2
R09,2026-07-22,19,객관식,한국어 수준은 어느 정도 되시나요?,"고급 수준 (비즈니스 대화, 문서 이해)",4
R09,2026-07-22,20,객관식,GLOU 베타 서비스에 참여하실 의향이 있으신가요?,어느 정도 참여할 의향이 있다,2
R09,2026-07-22,21,주관식,"한국 생활 중 가장 어려웠던 점이나 필요했던 정보가 무엇인가요? 언제, 어떤 상황에서 겪었는지 구체적인 경험을 이야기해 주시고, 그때 어떻게 해결했는지도 함께 말씀해 주세요.",Information on how to establish basic amenities such as banking and phone services so that I could use things like apps and identity confirmation services,5
R09,2026-07-22,22,주관식,GLOU에서 개선되었으면 하는 기능이나 콘텐츠가 있다면 자유롭게 제안해 주세요. 왜 그 기능이 필요하다고 느꼈는지 본인의 경험과 함께 말씀해 주세요.,"Clear, authentic guidance on how to successfully navigate your first few months in Korea (finding accomodation, banking, phone contracts, etc)N",23
R09,2026-07-22,23,주관식,"베타 서비스 안내를 받고 싶다면 인스타그램 계정 또는 이메일을 남겨주세요. (선택사항이며, 베타 서비스 안내 목적으로만 사용됩니다.)",[이메일-마스킹],28
R09,2026-07-22,24,주관식,귀하의 국적은 어디인가요?,UK,5
R09,2026-07-22,25,주관식,기타 하고 싶은 말씀이 있으시면 작성해주세요.,N/a,3
R10,2026-07-22,1,객관식,귀하의 국적은 어디인가요?,기타 아시아,2
R10,2026-07-22,2,객관식,귀하의 성별은 무엇인가요?,여성,2
R10,2026-07-22,3,객관식,귀하의 연령대는 어떻게 되시나요?,20대,2
R10,2026-07-22,4,객관식,"한국 블로그나 유튜브에서 식당, 카페, 뷰티 제품 정보를 찾을 때, 해당 리뷰나 추천이 얼마나 신뢰할 수 있다고 생각하시나요?",중립적이다,10
R10,2026-07-22,5,객관식,한국 블로그나 유튜브의 콘텐츠 중에서 광고인지 솔직한 리뷰인지 구분하기가 얼마나 어렵나요?,판단하기 어렵다,5
R10,2026-07-22,6,객관식,다음 중 한국 생활 중 이용하려다 어려움을 겪은 앱·서비스는 무엇인가요? (해당하는 것 모두 선택),"은행앱 (계좌 개설, 송금 등)",456
R10,2026-07-22,7,객관식,생활앱 이용 시 가장 큰 장벽은 무엇이었나요?,여러 장벽이 복합적으로 작용했다,8
R10,2026-07-22,8,객관식,자신과 같은 국가 출신 사람들이 남긴 리뷰와 추천이 있다면 도움이 될 것 같으신가요?,매우 도움이 될 것 같다,18
R10,2026-07-22,9,객관식,"K-뷰티 제품을 선택할 때, 당신의 피부타입(건성, 지성, 복합성 등)과 비슷한 외국인의 리뷰와 추천이 있다면 얼마나 유용할까요?",어느 정도 유용할 것 같다,8
R10,2026-07-22,10,객관식,"한국의 K-BBQ, 카페, 쇼핑, 관광지 등을 추천받을 때, 외국인의 시각에서 작성한 리뷰나 추천을 원하시나요?",어느 정도 원한다,7
R10,2026-07-22,11,객관식,다음 중 가장 추천 정보가 필요한 카테고리는 무엇인가요?,모두 동등하게 필요하다,45
R10,2026-07-22,12,객관식,GLOU의 다음 기능 중 가장 유용할 것 같은 기능은 무엇인가요? (1순위),Ask GLOU AI (AI 챗봇으로 한국 생활 정보 및 추천 받기),17
R10,2026-07-22,13,객관식,위 기능들 중 2번째로 유용할 것 같은 기능은 무엇인가요?,GLOU Mate 동행 매칭 (비슷한 관심사의 외국인과 함께 한국 경험 공유),10
R10,2026-07-22,14,객관식,"GLOU에서 개인화된 AI 추천, 광고 없는 서비스 등 프리미엄 기능을 이용한다면, 월 구독료로 얼마까지 지불할 의향이 있으신가요?","월 1,000원 - 3,000원",36
R10,2026-07-22,15,객관식,GLOU에서 지역 앰배서더 또는 리뷰어로 활동하며 현지 정보를 공유할 의향이 있으신가요?,매우 참여하고 싶다,10
R10,2026-07-22,16,객관식,앰배서더·리뷰어 활동 시 어떤 인센티브를 가장 선호하시나요?,"경험 이벤트 초대 (신제품 런칭, 투어 등)",6
R10,2026-07-22,17,객관식,당신은 현재 한국에 얼마나 오래 체류하고 계신가요?,3개월 - 6개월,9
R10,2026-07-22,18,객관식,한국에 체류하는 주된 목적은 무엇인가요?,유학,3
R10,2026-07-22,19,객관식,한국어 수준은 어느 정도 되시나요?,원어민 수준,2
R10,2026-07-22,20,객관식,GLOU 베타 서비스에 참여하실 의향이 있으신가요?,매우 참여하고 싶다,4
R10,2026-07-22,21,주관식,"한국 생활 중 가장 어려웠던 점이나 필요했던 정보가 무엇인가요? 언제, 어떤 상황에서 겪었는지 구체적인 경험을 이야기해 주시고, 그때 어떻게 해결했는지도 함께 말씀해 주세요.","유학 오고 첫달은 번호, 등록증, 계좌가 없었기에 할 수 있는 일이 매우 한정적이었습니다. 그때 마다 지인분들의 도움을 받았습니다",25
R10,2026-07-22,22,주관식,GLOU에서 개선되었으면 하는 기능이나 콘텐츠가 있다면 자유롭게 제안해 주세요. 왜 그 기능이 필요하다고 느꼈는지 본인의 경험과 함께 말씀해 주세요.,아직은 없습니다,63
R10,2026-07-22,23,주관식,"베타 서비스 안내를 받고 싶다면 인스타그램 계정 또는 이메일을 남겨주세요. (선택사항이며, 베타 서비스 안내 목적으로만 사용됩니다.)",[이메일-마스킹],15
R10,2026-07-22,24,주관식,귀하의 국적은 어디인가요?,mongolia,12
R10,2026-07-22,25,주관식,기타 하고 싶은 말씀이 있으시면 작성해주세요.,감사합니다,8
R11,2026-07-22,1,객관식,귀하의 국적은 어디인가요?,기타 아시아,2
R11,2026-07-22,2,객관식,귀하의 성별은 무엇인가요?,여성,2
R11,2026-07-22,3,객관식,귀하의 연령대는 어떻게 되시나요?,20대,2
R11,2026-07-22,4,객관식,"한국 블로그나 유튜브에서 식당, 카페, 뷰티 제품 정보를 찾을 때, 해당 리뷰나 추천이 얼마나 신뢰할 수 있다고 생각하시나요?",어느 정도 신뢰한다,6
R11,2026-07-22,5,객관식,한국 블로그나 유튜브의 콘텐츠 중에서 광고인지 솔직한 리뷰인지 구분하기가 얼마나 어렵나요?,판단하기 어렵다,20
R11,2026-07-22,6,객관식,다음 중 한국 생활 중 이용하려다 어려움을 겪은 앱·서비스는 무엇인가요? (해당하는 것 모두 선택),"공공 서비스 앱 (행정, 세금 등)",12
R11,2026-07-22,6,객관식,다음 중 한국 생활 중 이용하려다 어려움을 겪은 앱·서비스는 무엇인가요? (해당하는 것 모두 선택),"은행앱 (계좌 개설, 송금 등)",0
R11,2026-07-22,7,객관식,생활앱 이용 시 가장 큰 장벽은 무엇이었나요?,어려움을 겪지 않았다 (해당 없음),15
R11,2026-07-22,8,객관식,자신과 같은 국가 출신 사람들이 남긴 리뷰와 추천이 있다면 도움이 될 것 같으신가요?,어느 정도 도움이 될 것 같다,5
R11,2026-07-22,9,객관식,"K-뷰티 제품을 선택할 때, 당신의 피부타입(건성, 지성, 복합성 등)과 비슷한 외국인의 리뷰와 추천이 있다면 얼마나 유용할까요?",어느 정도 유용할 것 같다,8
R11,2026-07-22,10,객관식,"한국의 K-BBQ, 카페, 쇼핑, 관광지 등을 추천받을 때, 외국인의 시각에서 작성한 리뷰나 추천을 원하시나요?",어느 정도 원한다,3
R11,2026-07-22,11,객관식,다음 중 가장 추천 정보가 필요한 카테고리는 무엇인가요?,모두 동등하게 필요하다,6
R11,2026-07-22,12,객관식,GLOU의 다음 기능 중 가장 유용할 것 같은 기능은 무엇인가요? (1순위),GLOU Mate 동행 매칭 (비슷한 관심사의 외국인과 함께 한국 경험 공유),16
R11,2026-07-22,13,객관식,위 기능들 중 2번째로 유용할 것 같은 기능은 무엇인가요?,"국적별 신뢰 리뷰 지도 (같은 나라 사람들의 리뷰로 맛집, 카페, 뷰티숍 찾기)",1
R11,2026-07-22,14,객관식,"GLOU에서 개인화된 AI 추천, 광고 없는 서비스 등 프리미엄 기능을 이용한다면, 월 구독료로 얼마까지 지불할 의향이 있으신가요?",무료로만 사용하고 싶다,6
R11,2026-07-22,15,객관식,GLOU에서 지역 앰배서더 또는 리뷰어로 활동하며 현지 정보를 공유할 의향이 있으신가요?,어느 정도 참여할 의향이 있다,8
R11,2026-07-22,16,객관식,앰배서더·리뷰어 활동 시 어떤 인센티브를 가장 선호하시나요?,현금 보상,9
R11,2026-07-22,17,객관식,당신은 현재 한국에 얼마나 오래 체류하고 계신가요?,1년 이상,7
R11,2026-07-22,18,객관식,한국에 체류하는 주된 목적은 무엇인가요?,유학,3
R11,2026-07-22,19,객관식,한국어 수준은 어느 정도 되시나요?,"고급 수준 (비즈니스 대화, 문서 이해)",3
R11,2026-07-22,20,객관식,GLOU 베타 서비스에 참여하실 의향이 있으신가요?,어느 정도 참여할 의향이 있다,5
R11,2026-07-22,21,주관식,"한국 생활 중 가장 어려웠던 점이나 필요했던 정보가 무엇인가요? 언제, 어떤 상황에서 겪었는지 구체적인 경험을 이야기해 주시고, 그때 어떻게 해결했는지도 함께 말씀해 주세요.","I think the hardest one is the public service because it's kind of different from my country and you have to tell them briefly, such as like immigration kind of things. And also, maybe I don't know if we'll call the public service, but maybe hospital. You have to like tell them briefly to get the explanation briefly to.",70
R11,2026-07-22,22,주관식,GLOU에서 개선되었으면 하는 기능이나 콘텐츠가 있다면 자유롭게 제안해 주세요. 왜 그 기능이 필요하다고 느꼈는지 본인의 경험과 함께 말씀해 주세요.,"Here maybe tips for living in the career, such as like how and what do you do in the public servers, such as immigration. I think like when do you want to do this thing, how do you do that thing, and maybe like where is the best hospital around you.",90
R11,2026-07-22,23,주관식,"베타 서비스 안내를 받고 싶다면 인스타그램 계정 또는 이메일을 남겨주세요. (선택사항이며, 베타 서비스 안내 목적으로만 사용됩니다.)",[이메일-마스킹],10
R11,2026-07-22,24,주관식,귀하의 국적은 어디인가요?,Indonesian,28
R11,2026-07-22,25,주관식,기타 하고 싶은 말씀이 있으시면 작성해주세요.,Im good.,10
R12,2026-07-22,1,객관식,귀하의 국적은 어디인가요?,일본,3
R12,2026-07-22,2,객관식,귀하의 성별은 무엇인가요?,여성,3
R12,2026-07-22,3,객관식,귀하의 연령대는 어떻게 되시나요?,30대,2
R12,2026-07-22,4,객관식,"한국 블로그나 유튜브에서 식당, 카페, 뷰티 제품 정보를 찾을 때, 해당 리뷰나 추천이 얼마나 신뢰할 수 있다고 생각하시나요?",어느 정도 신뢰한다,27
R12,2026-07-22,5,객관식,한국 블로그나 유튜브의 콘텐츠 중에서 광고인지 솔직한 리뷰인지 구분하기가 얼마나 어렵나요?,어느 정도 구분된다,4
R12,2026-07-22,6,객관식,다음 중 한국 생활 중 이용하려다 어려움을 겪은 앱·서비스는 무엇인가요? (해당하는 것 모두 선택),"배달앱 (배민, 쿠팡이츠 등)",4
R12,2026-07-22,6,객관식,다음 중 한국 생활 중 이용하려다 어려움을 겪은 앱·서비스는 무엇인가요? (해당하는 것 모두 선택),"은행앱 (계좌 개설, 송금 등)",0
R12,2026-07-22,6,객관식,다음 중 한국 생활 중 이용하려다 어려움을 겪은 앱·서비스는 무엇인가요? (해당하는 것 모두 선택),"공공 서비스 앱 (행정, 세금 등)",0
R12,2026-07-22,7,객관식,생활앱 이용 시 가장 큰 장벽은 무엇이었나요?,복잡한 한국어 인터페이스,14
R12,2026-07-22,8,객관식,자신과 같은 국가 출신 사람들이 남긴 리뷰와 추천이 있다면 도움이 될 것 같으신가요?,매우 도움이 될 것 같다,4
R12,2026-07-22,9,객관식,"K-뷰티 제품을 선택할 때, 당신의 피부타입(건성, 지성, 복합성 등)과 비슷한 외국인의 리뷰와 추천이 있다면 얼마나 유용할까요?",어느 정도 유용할 것 같다,6
R12,2026-07-22,10,객관식,"한국의 K-BBQ, 카페, 쇼핑, 관광지 등을 추천받을 때, 외국인의 시각에서 작성한 리뷰나 추천을 원하시나요?",어느 정도 원한다,4
R12,2026-07-22,11,객관식,다음 중 가장 추천 정보가 필요한 카테고리는 무엇인가요?,"K-뷰티 (스킨케어, 메이크업 제품 및 가게)",8
R12,2026-07-22,12,객관식,GLOU의 다음 기능 중 가장 유용할 것 같은 기능은 무엇인가요? (1순위),"국적별 신뢰 리뷰 지도 (같은 나라 사람들의 리뷰로 맛집, 카페, 뷰티숍 찾기)",9
R12,2026-07-22,13,객관식,위 기능들 중 2번째로 유용할 것 같은 기능은 무엇인가요?,GLOU Mate 동행 매칭 (비슷한 관심사의 외국인과 함께 한국 경험 공유),7
R12,2026-07-22,14,객관식,"GLOU에서 개인화된 AI 추천, 광고 없는 서비스 등 프리미엄 기능을 이용한다면, 월 구독료로 얼마까지 지불할 의향이 있으신가요?","월 1,000원 - 3,000원",7
R12,2026-07-22,15,객관식,GLOU에서 지역 앰배서더 또는 리뷰어로 활동하며 현지 정보를 공유할 의향이 있으신가요?,잘 모르겠다,36
R12,2026-07-22,16,객관식,앰배서더·리뷰어 활동 시 어떤 인센티브를 가장 선호하시나요?,한국 브랜드 상품 제공,5
R12,2026-07-22,17,객관식,당신은 현재 한국에 얼마나 오래 체류하고 계신가요?,1년 이상,113
R12,2026-07-22,18,객관식,한국에 체류하는 주된 목적은 무엇인가요?,정착/이민,3
R12,2026-07-22,19,객관식,한국어 수준은 어느 정도 되시나요?,"초급 수준 (기본 문장 이해, 간단한 대화)",13
R12,2026-07-22,20,객관식,GLOU 베타 서비스에 참여하실 의향이 있으신가요?,어느 정도 참여할 의향이 있다,125
R12,2026-07-22,21,주관식,"한국 생활 중 가장 어려웠던 점이나 필요했던 정보가 무엇인가요? 언제, 어떤 상황에서 겪었는지 구체적인 경험을 이야기해 주시고, 그때 어떻게 해결했는지도 함께 말씀해 주세요.",外国人が公的手続きを行う時の順序,11
R12,2026-07-22,22,주관식,GLOU에서 개선되었으면 하는 기능이나 콘텐츠가 있다면 자유롭게 제안해 주세요. 왜 그 기능이 필요하다고 느꼈는지 본인의 경험과 함께 말씀해 주세요.,特にない,200
R12,2026-07-22,23,주관식,"베타 서비스 안내를 받고 싶다면 인스타그램 계정 또는 이메일을 남겨주세요. (선택사항이며, 베타 서비스 안내 목적으로만 사용됩니다.)",なし,14
R12,2026-07-22,24,주관식,귀하의 국적은 어디인가요?,日本,3
R12,2026-07-22,25,주관식,기타 하고 싶은 말씀이 있으시면 작성해주세요.,なし,5
R13,2026-07-22,1,객관식,귀하의 국적은 어디인가요?,일본,1
R13,2026-07-22,2,객관식,귀하의 성별은 무엇인가요?,여성,2
R13,2026-07-22,3,객관식,귀하의 연령대는 어떻게 되시나요?,60대 이상,1
R13,2026-07-22,4,객관식,"한국 블로그나 유튜브에서 식당, 카페, 뷰티 제품 정보를 찾을 때, 해당 리뷰나 추천이 얼마나 신뢰할 수 있다고 생각하시나요?",어느 정도 신뢰한다,11
R13,2026-07-22,5,객관식,한국 블로그나 유튜브의 콘텐츠 중에서 광고인지 솔직한 리뷰인지 구분하기가 얼마나 어렵나요?,판단하기 어렵다,10
R13,2026-07-22,6,객관식,다음 중 한국 생활 중 이용하려다 어려움을 겪은 앱·서비스는 무엇인가요? (해당하는 것 모두 선택),어려움을 겪지 않았다,18
R13,2026-07-22,7,객관식,생활앱 이용 시 가장 큰 장벽은 무엇이었나요?,한국 휴대폰 번호 부재,17
R13,2026-07-22,8,객관식,자신과 같은 국가 출신 사람들이 남긴 리뷰와 추천이 있다면 도움이 될 것 같으신가요?,매우 도움이 될 것 같다,8
R13,2026-07-22,9,객관식,"K-뷰티 제품을 선택할 때, 당신의 피부타입(건성, 지성, 복합성 등)과 비슷한 외국인의 리뷰와 추천이 있다면 얼마나 유용할까요?",매우 유용할 것 같다,14
R13,2026-07-22,10,객관식,"한국의 K-BBQ, 카페, 쇼핑, 관광지 등을 추천받을 때, 외국인의 시각에서 작성한 리뷰나 추천을 원하시나요?",매우 원한다,12
R13,2026-07-22,11,객관식,다음 중 가장 추천 정보가 필요한 카테고리는 무엇인가요?,"한식당 (한우, 삼겹살, 찌개 등)",9
R13,2026-07-22,12,객관식,GLOU의 다음 기능 중 가장 유용할 것 같은 기능은 무엇인가요? (1순위),"국적별 신뢰 리뷰 지도 (같은 나라 사람들의 리뷰로 맛집, 카페, 뷰티숍 찾기)",48
R13,2026-07-22,13,객관식,위 기능들 중 2번째로 유용할 것 같은 기능은 무엇인가요?,K-Beauty 피부타입 추천 (본인의 피부타입에 맞는 K-뷰티 제품 추천),8
R13,2026-07-22,14,객관식,"GLOU에서 개인화된 AI 추천, 광고 없는 서비스 등 프리미엄 기능을 이용한다면, 월 구독료로 얼마까지 지불할 의향이 있으신가요?",무료로만 사용하고 싶다,17
R13,2026-07-22,15,객관식,GLOU에서 지역 앰배서더 또는 리뷰어로 활동하며 현지 정보를 공유할 의향이 있으신가요?,전혀 참여하고 싶지 않다,19
R13,2026-07-22,16,객관식,앰배서더·리뷰어 활동 시 어떤 인센티브를 가장 선호하시나요?,현금 보상,24
R13,2026-07-22,17,객관식,당신은 현재 한국에 얼마나 오래 체류하고 계신가요?,1개월 미만,4
R13,2026-07-22,18,객관식,한국에 체류하는 주된 목적은 무엇인가요?,관광/여행,14
R13,2026-07-22,19,객관식,한국어 수준은 어느 정도 되시나요?,전혀 못함,4
R13,2026-07-22,20,객관식,GLOU 베타 서비스에 참여하실 의향이 있으신가요?,어느 정도 참여할 의향이 있다,4
R13,2026-07-22,21,주관식,"한국 생활 중 가장 어려웠던 점이나 필요했던 정보가 무엇인가요? 언제, 어떤 상황에서 겪었는지 구체적인 경험을 이야기해 주시고, 그때 어떻게 해결했는지도 함께 말씀해 주세요.",言語の壁。電車の乗り方など、娘に助けてもらった,30
R13,2026-07-22,22,주관식,GLOU에서 개선되었으면 하는 기능이나 콘텐츠가 있다면 자유롭게 제안해 주세요. 왜 그 기능이 필요하다고 느꼈는지 본인의 경험과 함께 말씀해 주세요.,センターみたいなのを作って欲しい。それわマップに入れてくれれば、直接聞ける,61
R13,2026-07-22,23,주관식,"베타 서비스 안내를 받고 싶다면 인스타그램 계정 또는 이메일을 남겨주세요. (선택사항이며, 베타 서비스 안내 목적으로만 사용됩니다.)",.,50
R13,2026-07-22,24,주관식,귀하의 국적은 어디인가요?,日本,6
R13,2026-07-22,25,주관식,기타 하고 싶은 말씀이 있으시면 작성해주세요.,なし,3
R14,2026-07-22,1,객관식,귀하의 국적은 어디인가요?,그 외 국가,2
R14,2026-07-22,2,객관식,귀하의 성별은 무엇인가요?,여성,3
R14,2026-07-22,3,객관식,귀하의 연령대는 어떻게 되시나요?,20대,3
R14,2026-07-22,4,객관식,"한국 블로그나 유튜브에서 식당, 카페, 뷰티 제품 정보를 찾을 때, 해당 리뷰나 추천이 얼마나 신뢰할 수 있다고 생각하시나요?",어느 정도 신뢰한다,5
